Country,Date,Average ELO
FRA,1970-03-11,1509.2857733827777
FRA,1970-03-12,1509.2857733827777
FRA,1970-03-13,1509.2857733827777
FRA,1970-03-14,1509.2857733827777
FRA,1970-03-15,1509.285780165555
FRA,1970-03-16,1509.285780165555
FRA,1970-03-17,1509.285780165555
FRA,1970-03-18,1509.285780165555
FRA,1970-03-19,1509.285780165555
FRA,1970-03-20,1509.285780165555
FRA,1970-03-21,1509.285780165555
FRA,1970-03-22,1509.285780165555
FRA,1970-03-23,1509.285780165555
FRA,1970-03-24,1509.285780165555
FRA,1970-03-25,1509.285780165555
FRA,1970-03-26,1509.285780165555
FRA,1970-03-27,1509.285780165555
FRA,1970-03-28,1509.285780165555
FRA,1970-03-29,1509.285780165555
FRA,1970-03-30,1509.285780165555
FRA,1970-03-31,1509.285780165555
FRA,1970-04-01,1509.285780165555
FRA,1970-04-02,1509.2857937283334
FRA,1970-04-03,1509.2857937283334
FRA,1970-04-04,1509.2857937283334
FRA,1970-04-05,1509.2857937283334
FRA,1970-04-06,1509.2857937283334
FRA,1970-04-07,1509.2857937283334
FRA,1970-04-08,1509.2857937283334
FRA,1970-04-09,1509.2857937283334
FRA,1970-04-10,1509.2857937283334
FRA,1970-04-11,1509.2857937283334
FRA,1970-04-12,1509.2857937283334
FRA,1970-04-13,1509.2857937283334
FRA,1970-04-14,1509.2857937283334
FRA,1970-04-15,1509.2857869466666
FRA,1970-04-16,1509.2857869466666
FRA,1970-04-17,1509.2857869466666
FRA,1970-04-18,1509.2857869466666
FRA,1970-04-19,1509.2857869466666
FRA,1970-04-20,1509.2857869466666
FRA,1970-04-21,1509.2857869466666
FRA,1970-04-22,1509.2857869466666
FRA,1970-04-23,1509.2857937283334
FRA,1970-04-24,1509.2857937283334
FRA,1970-04-25,1509.2857937283334
FRA,1970-04-26,1509.2857937283334
FRA,1970-04-27,1509.2857937283334
FRA,1970-04-28,1509.2857937283334
FRA,1970-04-29,1509.2857937283334
FRA,1970-04-30,1509.2857937283334
FRA,1970-05-01,1509.2857937283334
FRA,1970-05-02,1509.2857937283334
FRA,1970-05-03,1509.2857937283334
FRA,1970-05-04,1509.2857937283334
FRA,1970-05-05,1509.2857937283334
FRA,1970-05-06,1509.2857937283334
FRA,1970-05-07,1509.2857937283334
FRA,1970-05-08,1509.2857937283334
FRA,1970-05-09,1509.2857937283334
FRA,1970-05-10,1509.2857937283334
FRA,1970-05-11,1509.2857937283334
FRA,1970-05-12,1509.2857937283334
FRA,1970-05-13,1509.2857937283334
FRA,1970-05-14,1509.2857937283334
FRA,1970-05-15,1509.2857937283334
FRA,1970-05-16,1509.2857937283334
FRA,1970-05-17,1509.2857937283334
FRA,1970-05-18,1509.2857937283334
FRA,1970-05-19,1509.2857937283334
FRA,1970-05-20,1509.2857937283334
FRA,1970-05-21,1509.2858005094447
FRA,1970-05-22,1509.2858005094447
FRA,1970-05-23,1509.2858005094447
FRA,1970-05-24,1509.2858005094447
FRA,1970-05-25,1509.2858005094447
FRA,1970-05-26,1509.2858005094447
FRA,1970-05-27,1509.2858005094447
FRA,1970-05-28,1509.285793726667
FRA,1970-05-29,1509.285793726667
FRA,1970-05-30,1509.285793726667
FRA,1970-05-31,1509.285793726667
FRA,1970-06-01,1509.285793726667
FRA,1970-06-02,1509.285793726667
FRA,1970-06-03,1509.285793726667
FRA,1970-06-04,1509.2857869472223
FRA,1970-06-05,1509.2857869472223
FRA,1970-06-06,1509.2857869472223
FRA,1970-06-07,1509.2857937288888
FRA,1970-06-08,1509.2857937288888
FRA,1970-06-09,1509.2857937288888
FRA,1970-06-10,1509.2858072911113
FRA,1970-06-11,1509.2858072911113
FRA,1970-06-12,1509.2858072911113
FRA,1970-06-13,1509.2858072911113
FRA,1970-06-14,1509.2858072911113
FRA,1970-06-15,1509.2858072911113
FRA,1970-06-16,1509.2858072911113
FRA,1970-06-17,1509.2858072911113
FRA,1970-06-18,1509.2858072911113
FRA,1970-06-19,1509.2858072911113
FRA,1970-06-20,1509.2858072911113
FRA,1970-06-21,1509.2858072911113
FRA,1970-06-22,1509.2858072911113
FRA,1970-06-23,1509.2858072911113
FRA,1970-06-24,1509.2858072911113
FRA,1970-06-25,1509.2858072911113
FRA,1970-06-26,1509.2858072911113
FRA,1970-06-27,1509.2858072911113
FRA,1970-06-28,1509.2858072911113
FRA,1970-06-29,1509.2858072911113
FRA,1970-06-30,1509.2858072911113
FRA,1970-07-01,1498.700439452381
FRA,1970-07-02,1498.3742675775002
FRA,1970-07-03,1498.3742675775002
FRA,1970-07-04,1498.3742675775002
FRA,1970-07-05,1498.3742675775002
FRA,1970-07-06,1498.3742675775002
FRA,1970-07-07,1498.3742675775002
FRA,1970-07-08,1498.3742675775002
FRA,1970-07-09,1498.3742675775002
FRA,1970-07-10,1498.3742675775002
FRA,1970-07-11,1498.3742675775002
FRA,1970-07-12,1498.3742675775002
FRA,1970-07-13,1498.3742675775002
FRA,1970-07-14,1498.3742675775002
FRA,1970-07-15,1498.3742675775002
FRA,1970-07-16,1498.3742675775002
FRA,1970-07-17,1498.3742675775002
FRA,1970-07-18,1498.3742675775002
FRA,1970-07-19,1498.3742675775002
FRA,1970-07-20,1498.3742675775002
FRA,1970-07-21,1498.3742675775002
FRA,1970-07-22,1498.3742675775002
FRA,1970-07-23,1498.3742675775002
FRA,1970-07-24,1498.3742675775002
FRA,1970-07-25,1498.3742675775002
FRA,1970-07-26,1498.3742675775002
FRA,1970-07-27,1498.3742675775002
FRA,1970-07-28,1498.3742675775002
FRA,1970-07-29,1498.3742675775002
FRA,1970-07-30,1498.3742675775002
FRA,1970-07-31,1498.3742675775002
FRA,1970-08-01,1498.3742675775002
FRA,1970-08-02,1498.3742675775002
FRA,1970-08-03,1498.3742675775002
FRA,1970-08-04,1498.3742675775002
FRA,1970-08-05,1498.3742675775002
FRA,1970-08-06,1498.3742675775002
FRA,1970-08-07,1498.3742675775002
FRA,1970-08-08,1498.3742675775002
FRA,1970-08-09,1498.3742675775002
FRA,1970-08-10,1498.3742675775002
FRA,1970-08-11,1498.3742675775002
FRA,1970-08-12,1498.3742675775002
FRA,1970-08-13,1498.374255371
FRA,1970-08-14,1498.374255371
FRA,1970-08-15,1498.374255371
FRA,1970-08-16,1498.374255371
FRA,1970-08-17,1498.374255371
FRA,1970-08-18,1498.374255371
FRA,1970-08-19,1498.374255371
FRA,1970-08-20,1498.3742553715003
FRA,1970-08-21,1498.3742553715003
FRA,1970-08-22,1498.3742553715003
FRA,1970-08-23,1498.374255371
FRA,1970-08-24,1498.374255371
FRA,1970-08-25,1498.374255371
FRA,1970-08-26,1498.374255371
FRA,1970-08-27,1498.3742553719999
FRA,1970-08-28,1498.3742553719999
FRA,1970-08-29,1498.3742553719999
FRA,1970-08-30,1498.3742431649998
FRA,1970-08-31,1498.3742431649998
FRA,1970-09-01,1498.3742431649998
FRA,1970-09-02,1498.3742431649998
FRA,1970-09-03,1498.3742431649998
FRA,1970-09-04,1498.3742431649998
FRA,1970-09-05,1498.3742431649998
FRA,1970-09-06,1498.3742431649998
FRA,1970-09-07,1498.3742431649998
FRA,1970-09-08,1498.3742431649998
FRA,1970-09-09,1498.3742431649998
FRA,1970-09-10,1498.374255371
FRA,1970-09-11,1498.374255371
FRA,1970-09-12,1498.374255371
FRA,1970-09-13,1498.374255371
FRA,1970-09-14,1498.374255371
FRA,1970-09-15,1498.374255371
FRA,1970-09-16,1498.374255371
FRA,1970-09-17,1492.933685303
FRA,1970-09-18,1492.933685303
FRA,1970-09-19,1492.933685303
FRA,1970-09-20,1492.9336914054998
FRA,1970-09-21,1492.9336914054998
FRA,1970-09-22,1492.9336914054998
FRA,1970-09-23,1492.9336914054998
FRA,1970-09-24,1492.9336853025002
FRA,1970-09-25,1492.9336853025002
FRA,1970-09-26,1492.9336853025002
FRA,1970-09-27,1492.9336853025002
FRA,1970-09-28,1492.9336853025002
FRA,1970-09-29,1492.9336853025002
FRA,1970-09-30,1492.291601563
FRA,1970-10-01,1492.464739991
FRA,1970-10-02,1492.464739991
FRA,1970-10-03,1492.464739991
FRA,1970-10-04,1492.4647583014998
FRA,1970-10-05,1492.4647583014998
FRA,1970-10-06,1492.4647583014998
FRA,1970-10-07,1492.4647583014998
FRA,1970-10-08,1492.4647583014998
FRA,1970-10-09,1492.4647583014998
FRA,1970-10-10,1492.4647583014998
FRA,1970-10-11,1492.4647399905002
FRA,1970-10-12,1492.4647399905002
FRA,1970-10-13,1492.4647338870002
FRA,1970-10-14,1492.4647338870002
FRA,1970-10-15,1492.4647338870002
FRA,1970-10-16,1492.4647338870002
FRA,1970-10-17,1492.4647338870002
FRA,1970-10-18,1492.4647338870002
FRA,1970-10-19,1492.4647338870002
FRA,1970-10-20,1492.4647338870002
FRA,1970-10-21,1492.4647338870002
FRA,1970-10-22,1480.0187194824998
FRA,1970-10-23,1480.0187194824998
FRA,1970-10-24,1480.0187194824998
FRA,1970-10-25,1480.0187194824998
FRA,1970-10-26,1480.0187194824998
FRA,1970-10-27,1480.0187194824998
FRA,1970-10-28,1480.0187194824998
FRA,1970-10-29,1480.0187194819998
FRA,1970-10-30,1480.0187194819998
FRA,1970-10-31,1480.0187194819998
FRA,1970-11-01,1480.0187194819998
FRA,1970-11-02,1480.0187194819998
FRA,1970-11-03,1480.0187194819998
FRA,1970-11-04,1480.0187194819998
FRA,1970-11-05,1476.6479858395
FRA,1970-11-06,1476.6479858395
FRA,1970-11-07,1476.6479858395
FRA,1970-11-08,1476.6479858395
FRA,1970-11-09,1476.6479858395
FRA,1970-11-10,1476.6479858395
FRA,1970-11-11,1476.6479858395
FRA,1970-11-12,1476.6479858395
FRA,1970-11-13,1476.6479858395
FRA,1970-11-14,1476.6479858395
FRA,1970-11-15,1476.6479858395
FRA,1970-11-16,1476.6479858395
FRA,1970-11-17,1476.6479858395
FRA,1970-11-18,1476.6479858395
FRA,1970-11-19,1476.6479919434998
FRA,1970-11-20,1476.6479919434998
FRA,1970-11-21,1476.6479919434998
FRA,1970-11-22,1476.6479919434998
FRA,1970-11-23,1476.6479797364998
FRA,1970-11-24,1476.6479797364998
FRA,1970-11-25,1476.6479797364998
FRA,1970-11-26,1476.6479797364998
FRA,1970-11-27,1476.6479797364998
FRA,1970-11-28,1476.6479797364998
FRA,1970-11-29,1476.6479797364998
FRA,1970-11-30,1476.6479919445
FRA,1970-12-01,1476.6479919445
FRA,1970-12-02,1476.6479919445
FRA,1970-12-03,1476.6479919445
FRA,1970-12-04,1476.6479919445
FRA,1970-12-05,1476.6479919445
FRA,1970-12-06,1476.6479797364998
FRA,1970-12-07,1476.6479797364998
FRA,1970-12-08,1476.6479797364998
FRA,1970-12-09,1476.6479797364998
FRA,1970-12-10,1476.6479797364998
FRA,1970-12-11,1476.6479797364998
FRA,1970-12-12,1476.6479797364998
FRA,1970-12-13,1476.6479797364998
FRA,1970-12-14,1476.647979737
FRA,1970-12-15,1476.647979737
FRA,1970-12-16,1476.647979737
FRA,1970-12-17,1476.647979737
FRA,1970-12-18,1476.647979737
FRA,1970-12-19,1476.647979737
FRA,1970-12-20,1476.647979737
FRA,1970-12-21,1476.6480041510001
FRA,1970-12-22,1476.6480041510001
FRA,1970-12-23,1476.6480041510001
FRA,1970-12-24,1476.6480041510001
FRA,1970-12-25,1476.6480041510001
FRA,1970-12-26,1476.6480041510001
FRA,1970-12-27,1476.6480041510001
FRA,1970-12-28,1476.6480041510001
FRA,1970-12-29,1476.6480041510001
FRA,1970-12-30,1476.6480041510001
FRA,1970-12-31,1476.6480041510001
FRA,1971-01-01,1476.6480041510001
FRA,1971-01-02,1476.6480041510001
FRA,1971-01-03,1476.6480041510001
FRA,1971-01-04,1476.6480041510001
FRA,1971-01-05,1476.6480041510001
FRA,1971-01-06,1476.6480041510001
FRA,1971-01-07,1476.6480041510001
FRA,1971-01-08,1476.6480041510001
FRA,1971-01-09,1476.6480041510001
FRA,1971-01-10,1476.6480041510001
FRA,1971-01-11,1476.6480041510001
FRA,1971-01-12,1476.6480041510001
FRA,1971-01-13,1476.6480041510001
FRA,1971-01-14,1476.6480041510001
FRA,1971-01-15,1476.6480041510001
FRA,1971-01-16,1476.6480041510001
FRA,1971-01-17,1476.6480041510001
FRA,1971-01-18,1476.6480041510001
FRA,1971-01-19,1476.6480041510001
FRA,1971-01-20,1476.6480041510001
FRA,1971-01-21,1476.6480041510001
FRA,1971-01-22,1476.6480041510001
FRA,1971-01-23,1476.6480041510001
FRA,1971-01-24,1476.6480041510001
FRA,1971-01-25,1476.6480041510001
FRA,1971-01-26,1476.6480041510001
FRA,1971-01-27,1476.6480041510001
FRA,1971-01-28,1476.6480041510001
FRA,1971-01-29,1476.6480041510001
FRA,1971-01-30,1476.6480041510001
FRA,1971-01-31,1476.6479736340002
FRA,1971-02-01,1476.6479736340002
FRA,1971-02-02,1476.6479736340002
FRA,1971-02-03,1476.6479736340002
FRA,1971-02-04,1476.6479736340002
FRA,1971-02-05,1476.6479736340002
FRA,1971-02-06,1476.6479736340002
FRA,1971-02-07,1476.6479736340002
FRA,1971-02-08,1476.6479736340002
FRA,1971-02-09,1476.6479736340002
FRA,1971-02-10,1476.6479736340002
FRA,1971-02-11,1476.6479736340002
FRA,1971-02-12,1476.6479736340002
FRA,1971-02-13,1476.6479736340002
FRA,1971-02-14,1476.6479736340002
FRA,1971-02-15,1476.6479797365
FRA,1971-02-16,1476.6479797365
FRA,1971-02-17,1476.6479797365
FRA,1971-02-18,1476.6479797365
FRA,1971-02-19,1476.6479797365
FRA,1971-02-20,1476.6479797365
FRA,1971-02-21,1476.6479919425
FRA,1971-02-22,1476.6479919425
FRA,1971-02-23,1476.6479919425
FRA,1971-02-24,1476.6479919425
FRA,1971-02-25,1476.6479919425
FRA,1971-02-26,1476.6479919425
FRA,1971-02-27,1476.6479919425
FRA,1971-02-28,1476.6479919425
FRA,1971-03-01,1476.6479919425
FRA,1971-03-02,1476.6479919425
FRA,1971-03-03,1476.6479919425
FRA,1971-03-04,1476.6479919425
FRA,1971-03-05,1476.6479919425
FRA,1971-03-06,1476.6479919425
FRA,1971-03-07,1476.6479858389998
FRA,1971-03-08,1476.6479858389998
FRA,1971-03-09,1476.6479858389998
FRA,1971-03-10,1476.6479858389998
FRA,1971-03-11,1476.6479797349998
FRA,1971-03-12,1476.6479797349998
FRA,1971-03-13,1476.6479797349998
FRA,1971-03-14,1476.6479797349998
FRA,1971-03-15,1476.6479797349998
FRA,1971-03-16,1476.6479797349998
FRA,1971-03-17,1476.6479797349998
FRA,1971-03-18,1476.6479797349998
FRA,1971-03-19,1476.6479797349998
FRA,1971-03-20,1476.6479858390003
FRA,1971-03-21,1476.6479858390003
FRA,1971-03-22,1476.6479858390003
FRA,1971-03-23,1476.6479858390003
FRA,1971-03-24,1476.6479858390003
FRA,1971-03-25,1476.6479858389998
FRA,1971-03-26,1476.6479858389998
FRA,1971-03-27,1476.6479858389998
FRA,1971-03-28,1476.6479858389998
FRA,1971-03-29,1476.6479980459999
FRA,1971-03-30,1476.6479980459999
FRA,1971-03-31,1476.6479980459999
FRA,1971-04-01,1476.6479980459999
FRA,1971-04-02,1476.6479980459999
FRA,1971-04-03,1476.6479980459999
FRA,1971-04-04,1476.6479980459999
FRA,1971-04-05,1476.6479980459999
FRA,1971-04-06,1476.6479980459999
FRA,1971-04-07,1476.6479980459999
FRA,1971-04-08,1476.6479980459999
FRA,1971-04-09,1476.6479980459999
FRA,1971-04-10,1476.6479980459999
FRA,1971-04-11,1476.6479980459999
FRA,1971-04-12,1476.6479980459999
FRA,1971-04-13,1476.6479980459999
FRA,1971-04-14,1476.6479980459999
FRA,1971-04-15,1476.6479858405
FRA,1971-04-16,1476.6479858405
FRA,1971-04-17,1476.6479858405
FRA,1971-04-18,1476.647979736
FRA,1971-04-19,1476.647979736
FRA,1971-04-20,1476.647979736
FRA,1971-04-21,1476.647979736
FRA,1971-04-22,1476.647979736
FRA,1971-04-23,1476.647979736
FRA,1971-04-24,1476.647979736
FRA,1971-04-25,1476.647979736
FRA,1971-04-26,1476.647979736
FRA,1971-04-27,1476.647979736
FRA,1971-04-28,1476.6480041510001
FRA,1971-04-29,1476.6480041510001
FRA,1971-04-30,1476.6480041510001
FRA,1971-05-01,1476.6480041510001
FRA,1971-05-02,1476.6480041510001
FRA,1971-05-03,1476.6480041510001
FRA,1971-05-04,1476.6480041510001
FRA,1971-05-05,1476.6480041510001
FRA,1971-05-06,1476.6480041510001
FRA,1971-05-07,1476.6480041510001
FRA,1971-05-08,1476.6480041510001
FRA,1971-05-09,1476.6479980464999
FRA,1971-05-10,1476.6479980464999
FRA,1971-05-11,1476.6479980464999
FRA,1971-05-12,1476.6479980464999
FRA,1971-05-13,1476.6479980464999
FRA,1971-05-14,1476.6479980464999
FRA,1971-05-15,1476.6479980464999
FRA,1971-05-16,1476.6479919445
FRA,1971-05-17,1476.6479919445
FRA,1971-05-18,1476.6479919445
FRA,1971-05-19,1476.6479858379994
FRA,1971-05-20,1476.6479858379994
FRA,1971-05-21,1476.6479858379994
FRA,1971-05-22,1476.6479858389998
FRA,1971-05-23,1476.6479858389998
FRA,1971-05-24,1476.6479858389998
FRA,1971-05-25,1476.6479858389998
FRA,1971-05-26,1476.6479858389998
FRA,1971-05-27,1476.6479858389998
FRA,1971-05-28,1476.6479858389998
FRA,1971-05-29,1476.6479858389998
FRA,1971-05-30,1476.6479858389998
FRA,1971-05-31,1476.6479858389998
FRA,1971-06-01,1476.6479858389998
FRA,1971-06-02,1476.6479858389998
FRA,1971-06-03,1476.6479858389998
FRA,1971-06-04,1476.6479858389998
FRA,1971-06-05,1476.6479858389998
FRA,1971-06-06,1476.6479858389998
FRA,1971-06-07,1476.6479858389998
FRA,1971-06-08,1476.6479858389998
FRA,1971-06-09,1476.6479858389998
FRA,1971-06-10,1476.6479858389998
FRA,1971-06-11,1476.6479858389998
FRA,1971-06-12,1476.647979736
FRA,1971-06-13,1476.647979736
FRA,1971-06-14,1476.647979736
FRA,1971-06-15,1476.647979736
FRA,1971-06-16,1476.647979736
FRA,1971-06-17,1476.647979736
FRA,1971-06-18,1476.647979736
FRA,1971-06-19,1476.647979736
FRA,1971-06-20,1476.64798584
FRA,1971-06-21,1476.64798584
FRA,1971-06-22,1476.64798584
FRA,1971-06-23,1476.64798584
FRA,1971-06-24,1476.64798584
FRA,1971-06-25,1476.64798584
FRA,1971-06-26,1476.64798584
FRA,1971-06-27,1476.6479919429999
FRA,1971-06-28,1476.6479919429999
FRA,1971-06-29,1476.6479919429999
FRA,1971-06-30,1476.6479919429999
FRA,1971-07-01,1472.722730553478
FRA,1971-07-02,1479.4646606444999
FRA,1971-07-03,1479.4646606444999
FRA,1971-07-04,1479.4646606444999
FRA,1971-07-05,1479.4646606444999
FRA,1971-07-06,1479.4646606444999
FRA,1971-07-07,1479.4646606444999
FRA,1971-07-08,1479.4646606444999
FRA,1971-07-09,1479.4646606444999
FRA,1971-07-10,1479.4646606444999
FRA,1971-07-11,1479.4646606444999
FRA,1971-07-12,1479.4646606444999
FRA,1971-07-13,1479.4646606444999
FRA,1971-07-14,1479.4646606444999
FRA,1971-07-15,1479.4646606444999
FRA,1971-07-16,1479.4646606444999
FRA,1971-07-17,1479.4646606444999
FRA,1971-07-18,1479.4646606444999
FRA,1971-07-19,1479.4646606444999
FRA,1971-07-20,1479.4646606444999
FRA,1971-07-21,1479.4646606444999
FRA,1971-07-22,1479.4646606444999
FRA,1971-07-23,1479.4646606444999
FRA,1971-07-24,1479.4646606444999
FRA,1971-07-25,1479.4646606444999
FRA,1971-07-26,1479.4646606444999
FRA,1971-07-27,1479.4646606444999
FRA,1971-07-28,1479.4646606444999
FRA,1971-07-29,1479.4646606444999
FRA,1971-07-30,1479.4646606444999
FRA,1971-07-31,1479.4646606444999
FRA,1971-08-01,1479.4646606444999
FRA,1971-08-02,1479.4646606444999
FRA,1971-08-03,1479.4646606444999
FRA,1971-08-04,1479.4646606444999
FRA,1971-08-05,1479.4646606444999
FRA,1971-08-06,1479.4646606444999
FRA,1971-08-07,1479.4646606444999
FRA,1971-08-08,1479.4646606444999
FRA,1971-08-09,1479.4646606444999
FRA,1971-08-10,1479.4646606444999
FRA,1971-08-11,1479.4646606444999
FRA,1971-08-12,1479.464660646
FRA,1971-08-13,1479.464660646
FRA,1971-08-14,1479.464660646
FRA,1971-08-15,1479.464660646
FRA,1971-08-16,1479.464660646
FRA,1971-08-17,1479.464660646
FRA,1971-08-18,1479.464660646
FRA,1971-08-19,1479.4646667475
FRA,1971-08-20,1479.4646667475
FRA,1971-08-21,1479.4646667475
FRA,1971-08-22,1479.4646667475
FRA,1971-08-23,1479.4646667475
FRA,1971-08-24,1479.4646667475
FRA,1971-08-25,1479.4646667475
FRA,1971-08-26,1479.4646789560002
FRA,1971-08-27,1479.4646789560002
FRA,1971-08-28,1479.4646789560002
FRA,1971-08-29,1479.4646606439997
FRA,1971-08-30,1479.4646606439997
FRA,1971-08-31,1479.4646606439997
FRA,1971-09-01,1479.4646606439997
FRA,1971-09-02,1479.4646545420003
FRA,1971-09-03,1479.4646545420003
FRA,1971-09-04,1479.4646545420003
FRA,1971-09-05,1479.4646545420003
FRA,1971-09-06,1479.4646545420003
FRA,1971-09-07,1479.4646545420003
FRA,1971-09-08,1479.4646545420003
FRA,1971-09-09,1479.4646545420003
FRA,1971-09-10,1479.4646545420003
FRA,1971-09-11,1479.4646423344998
FRA,1971-09-12,1479.4646423344998
FRA,1971-09-13,1479.4646423344998
FRA,1971-09-14,1479.4646423344998
FRA,1971-09-15,1479.5334228525003
FRA,1971-09-16,1484.2682495109998
FRA,1971-09-17,1484.2682495109998
FRA,1971-09-18,1484.2682495109998
FRA,1971-09-19,1484.2682434070002
FRA,1971-09-20,1484.2682434070002
FRA,1971-09-21,1484.2682434070002
FRA,1971-09-22,1484.2682434070002
FRA,1971-09-23,1484.2682495110002
FRA,1971-09-24,1484.2682495110002
FRA,1971-09-25,1484.2682495110002
FRA,1971-09-26,1484.2682495110002
FRA,1971-09-27,1484.2682495110002
FRA,1971-09-28,1484.2682495110002
FRA,1971-09-29,1475.7081787115
FRA,1971-09-30,1485.6335815425002
FRA,1971-10-01,1485.6335815425002
FRA,1971-10-02,1485.6335693355
FRA,1971-10-03,1485.6335693355
FRA,1971-10-04,1485.6335693355
FRA,1971-10-05,1485.6335693355
FRA,1971-10-06,1485.6335693355
FRA,1971-10-07,1485.6335693355
FRA,1971-10-08,1485.6335693355
FRA,1971-10-09,1485.6335693355
FRA,1971-10-10,1485.6335693355
FRA,1971-10-11,1485.6335693355
FRA,1971-10-12,1485.6335693355
FRA,1971-10-13,1485.6335693355
FRA,1971-10-14,1485.633587647
FRA,1971-10-15,1485.633587647
FRA,1971-10-16,1485.633587647
FRA,1971-10-17,1485.6335937485003
FRA,1971-10-18,1485.6335937485003
FRA,1971-10-19,1485.6335937485003
FRA,1971-10-20,1485.6335937485003
FRA,1971-10-21,1481.2558898935
FRA,1971-10-22,1481.2558898935
FRA,1971-10-23,1481.2558837904999
FRA,1971-10-24,1481.2558837904999
FRA,1971-10-25,1481.2558837904999
FRA,1971-10-26,1481.2558837904999
FRA,1971-10-27,1481.2558837904999
FRA,1971-10-28,1481.2558837904999
FRA,1971-10-29,1481.2558837904999
FRA,1971-10-30,1481.255877686
FRA,1971-10-31,1481.255877686
FRA,1971-11-01,1481.255877686
FRA,1971-11-02,1481.255877686
FRA,1971-11-03,1480.0620910644998
FRA,1971-11-04,1479.0155090335
FRA,1971-11-05,1479.0155090335
FRA,1971-11-06,1479.0155090335
FRA,1971-11-07,1479.0155090335
FRA,1971-11-08,1479.0155090335
FRA,1971-11-09,1479.0155090335
FRA,1971-11-10,1479.0155090335
FRA,1971-11-11,1479.0155090335
FRA,1971-11-12,1479.0155090335
FRA,1971-11-13,1479.0155090335
FRA,1971-11-14,1479.0154907230003
FRA,1971-11-15,1479.0154907230003
FRA,1971-11-16,1479.0154907230003
FRA,1971-11-17,1479.0154907230003
FRA,1971-11-18,1479.0154968265
FRA,1971-11-19,1479.0154968265
FRA,1971-11-20,1479.0154968265
FRA,1971-11-21,1479.0154968265
FRA,1971-11-22,1479.0154907224999
FRA,1971-11-23,1479.0154907224999
FRA,1971-11-24,1479.0154907224999
FRA,1971-11-25,1479.0154907224999
FRA,1971-11-26,1479.0154907224999
FRA,1971-11-27,1479.0154907224999
FRA,1971-11-28,1479.0154968260001
FRA,1971-11-29,1479.0154968260001
FRA,1971-11-30,1479.0154968260001
FRA,1971-12-01,1479.0154968260001
FRA,1971-12-02,1479.0154968260001
FRA,1971-12-03,1479.0154968260001
FRA,1971-12-04,1479.0154968260001
FRA,1971-12-05,1479.0154968260001
FRA,1971-12-06,1479.0154968260001
FRA,1971-12-07,1479.0154968260001
FRA,1971-12-08,1479.0154968260001
FRA,1971-12-09,1479.0154968260001
FRA,1971-12-10,1479.0154968260001
FRA,1971-12-11,1479.0154968260001
FRA,1971-12-12,1479.0154968260001
FRA,1971-12-13,1479.0154846185003
